model,fpr,tpr,threshold,auc
Transformer,0.18852924474730268,0.8130081300813008,0.49035507440567017,0.8915942992479328
Transformer,0.18852924474730268,0.8211382113821138,0.48996278643608093,0.8915942992479328
Transformer,0.1970471323111868,0.8211382113821138,0.4654393494129181,0.8915942992479328
Transformer,0.1970471323111868,0.8292682926829268,0.46321967244148254,0.8915942992479328
Transformer,0.19931856899488926,0.8292682926829268,0.45870068669319153,0.8915942992479328
Transformer,0.19931856899488926,0.8373983739837398,0.45800304412841797,0.8915942992479328
Transformer,0.21465076660988075,0.8373983739837398,0.41143369674682617,0.8915942992479328
Transformer,0.21465076660988075,0.8455284552845529,0.4110428988933563,0.8915942992479328
Transformer,0.22146507666098808,0.8455284552845529,0.39346519112586975,0.8915942992479328
Transformer,0.22146507666098808,0.8617886178861789,0.3902515172958374,0.8915942992479328
Transformer,0.22941510505394663,0.8617886178861789,0.3768247961997986,0.8915942992479328
